heat load,cool load
713.3505802362397,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17396.995638335404,79.27356785859992
76089.66037030148,1035.698684124137
39581.4738457659,0.0
10708.357219685226,105.39500822318283
244.61183733954022,7134.7628661886265
31494.264153993317,0.0
22857.551099065306,0.0
24652.40674547468,0.0
27759.943106246446,0.0
41153.69005399033,0.0
53159.34705182801,0.0
2343.493094227977,1180.266839998074
5949.551306811914,139.18836277293062
5009.363484384099,1457.6790454727598
0.0,31590.3090579712
0.0,28990.261785425944
2439.1990701417812,22050.737940613813
0.0,26683.28963099439
0.0,0.0
0.0,0.0
0.0,0.0
878.0675457356447,0.0
863.1059561316215,0.0
1246.110526804486,0.0
23522.90062877776,1.4601431580267066
97702.28560361035,416.7417853776024
41312.50926013154,0.0
16186.418285625012,0.0
8781.790822894083,0.0
57450.80695981116,0.0
44321.59841477001,0.0
32277.304022981312,0.0
28774.21019028157,0.0
46696.81956305135,0.0
59415.76228931185,0.0
3736.8860986933137,288.2846514878929
6325.730733553031,64.82217981510196
5085.421254979372,1401.779524000028
0.0,34852.7787401526
55.59529155587976,28315.83536933105
497.35990545923414,19473.747321849103
0.0,25773.98241062466
0.0,0.0
0.0,0.0
0.0,0.0
575.2045024795867,0.0
258.16508508635343,0.0
962.5330351302042,0.0
21328.01681372658,53.870836521685185
90954.51711771249,307.08121553805415
43051.83757988454,0.0
22492.696942380993,0.0
10611.235060281337,0.0
51488.5601741595,0.0
46192.27860419739,0.0
41256.38402554138,0.0
36260.75211163162,0.0
38399.245430106,0.0
40326.65215003002,0.0
6982.5590781141545,1428.36754041766
0.0,17870.668081422686
0.0,18272.53885720516
0.0,17584.524915010257
0.0,16445.704447645923
0.0,13926.934690700906
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
26055.409681642657,3875.7142861573475
49728.234612967615,632.9361942029433
17705.594649585975,15.634114122982888
5052.342714546471,1269.2860417014836
24685.661589986885,0.0
26308.8900347194,0.0
31116.52381229459,0.0
31859.389616528242,0.0
36480.80285024139,0.0
44499.29134093084,0.0
0.0,18167.110237322384
0.0,15314.734718711528
0.0,17772.364906611758
0.0,17024.200134231665
0.0,16726.46170619837
241.8792256906945,14685.646611490047
3452.899601495466,0.0
651.5462481064218,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14845.558528255178,14.931005859909057
58879.2983617598,628.5756662537267
23943.05382626166,0.0
3477.4706341890796,1810.4522397886958
0.0,11111.290899201926
2096.315920238327,1994.535856618813
0.0,9601.2436057407
0.0,11749.667583041319
0.0,10458.501169383964
8.410087382234755,9404.396442129271
4631.739624775009,1494.5760258736914
0.0,15504.812465886764
0.0,11604.401483035517
111.92204697393026,8127.683780376506
0.0,19508.327034909576
0.0,17965.8053327074
0.0,14273.203591098958
2110.2805713041566,0.0
1249.5544761452693,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10785.179065453265,36.62185320595771
46972.203492763816,570.1784660109424
25269.814350087916,0.0
11343.295815491685,0.0
3036.747232085275,49.41834043331437
38799.192745750974,0.0
27775.87889724502,0.0
22869.70740602001,0.0
21228.34037671712,0.0
25080.463101750254,0.0
31390.6321219139,0.0
153.78848645045946,6337.126817179133
284.90832955390397,4729.1244699314
549.0744174089996,4306.776746447042
0.0,22192.77591620376
0.0,20739.403781081197
183.39551115791195,18605.72069122894
3048.950374860307,0.0
843.0439497466299,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14427.316260886242,117.31431761244585
60038.47814471503,562.0193113519786
25646.08298581563,0.0
3869.3870575112073,1441.5714027383299
0.0,12739.066968628482
3999.1901498222214,881.4982615630264
10.138959791856905,6202.827581683763
1735.7368768110348,1251.5859140637967
4156.0386036908785,0.0
14387.061941995711,0.0
26416.27274042186,0.0
0.0,9052.14677798859
208.69389127008859,5213.371761775085
630.2040907117456,4327.544495178853
0.0,24711.34982717996
0.0,22713.65474341542
299.327978208307,21006.850089595
3159.7962038155424,0.0
869.4193428013796,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15532.807176100854,10.224302202826523
63878.488031874156,512.0441373620031
22906.09972478238,0.0
1594.9424313635827,4374.30557809573
0.0,15473.772490176118
8699.500128728523,0.0
281.40471469065415,5051.764187241524
0.0,6582.626138084286
1323.034307684021,2552.177549630286
15334.493027154474,0.0
27028.985444927253,0.0
0.0,8643.498719391677
223.1173286216017,5038.028599016587
386.19383216063335,4862.424585958285
0.0,22562.966626335583
0.0,17206.864476601375
0.0,12150.367776164041
0.0,16004.377193815097
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10310.890893007752,23.152992995318314
42051.33355235922,848.9350699405925
17883.470949717608,0.0
3658.235809971617,1206.627499872087
0.0,12009.88822123709
5359.349529966414,681.3116011436499
6380.246527940605,4.732140970840798
8875.268580022239,0.0
15860.868956936418,0.0
23510.809030378194,0.0
24815.27931551529,0.0
0.0,9526.322302926223
0.0,8142.704334715883
177.78961028549506,6821.607780125139
0.0,16306.621195473388
0.0,15385.24526133922
0.0,14846.140780911548
0.0,16562.0203979232
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
10409.168988081843,35.30388429073009
44051.57560910499,504.0693197126976
21505.288606313115,0.0
8619.810084129167,0.0
1438.3548037307605,389.4148692232635
38609.077669570936,0.0
34788.54301414596,0.0
34717.7592277462,0.0
31835.408925160686,0.0
29660.116665505404,0.0
33024.54034720875,0.0
4202.909208509836,2332.180225677635
0.0,19225.512897270306
0.0,20897.59200231504
0.0,20649.363022798607
0.0,20634.745606734887
0.0,19290.198411969606
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
32730.3235014533,8687.089004970518
61996.19751656105,987.2800414938066
23524.152637397354,0.0
8808.078183900754,152.56778198225038
42047.21905593226,0.0
42060.86478996667,0.0
47408.78620316066,0.0
50168.34279442763,0.0
54971.67795505053,0.0
61554.138403594814,0.0
0.0,23689.684160070625
0.0,19461.170318789642
0.0,21272.132750319073
0.0,19538.87370527071
0.0,18166.231145321934
865.0100582841393,15442.528534562369
3551.822855316595,0.0
659.4926210458447,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16441.477412654214,50.297879508417225
68432.12630768112,500.8024088156885
35850.13125241449,0.0
11046.839185871164,15.779749363421312
2472.115594385199,480.61247614335423
31819.72431947674,0.0
27006.534592426517,0.0
33785.46350578559,0.0
35405.90268470248,0.0
40732.74405726635,0.0
44521.68879388152,0.0
1623.358620888296,1884.8095921412587
2538.5150395550627,1117.8887351948076
2655.3390848546755,2478.526024468315
0.0,25564.611323104204
0.0,23154.229915409887
824.0242109926518,20652.793002955576
3464.106999098158,0.0
656.4268796177075,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15736.747239245373,17.485179151954373
68300.99416641385,489.1175825428935
31596.618582113988,0.0
6631.373261136323,460.03291937569463
90.3652201565995,6514.862565869522
33567.42879432716,0.0
30906.613796003727,0.0
30602.483058969763,0.0
27797.601341151043,0.0
32374.90577691332,0.0
39276.73724603583,0.0
748.3466908586682,2679.2362130333554
2329.9233457290434,995.8776314620542
2711.503056166541,2241.233932767575
0.0,27769.6482359581
0.0,25427.084999448976
1241.389005701145,21267.48172051226
4188.801016852702,0.0
714.9129397142339,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17839.520943303763,86.53504293227859
70296.05098520918,964.7996169387468
27754.206155838896,0.0
4321.904001725562,1107.0951355571513
1.7445186891976239,10561.358806150658
22511.860822682433,0.0
14723.079497641898,0.0
12467.550155196985,0.0
20088.073179124283,0.0
30256.233862170346,0.0
38206.53427194549,0.0
515.3706454263956,3729.870102985102
1850.098631193311,1311.353901613081
2368.532109711159,2523.9181332754692
0.0,28801.317335523076
0.0,26468.262276179397
1249.4463354335978,24778.381630564007
3809.089054197653,0.0
694.8166965886267,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
18249.154172807615,85.15661180440081
76382.37847646643,895.8015709907045
40746.385901292306,0.0
21890.604162378695,0.0
12889.241898920845,0.0
60874.12755758186,0.0
48885.12549821977,0.0
45578.38779509385,0.0
47795.979733210996,0.0
52828.31685054222,0.0
54081.67022315126,0.0
3243.441422257283,362.5859917968943
5756.402978383005,120.80595072899753
4892.43671103937,1448.6339715134582
0.0,29991.885579991165
0.0,27419.174594650856
2311.7927642233026,23104.779615133448
0.0,27548.267772975807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
973.3563925553493,0.0
21995.877373871874,19.953081143270477
91822.94246366221,453.4606460721086
36337.77859882772,0.0
9895.386988439745,72.37722705382353
179.58365420983077,5492.663314555455
34504.6217671693,0.0
27518.748923522868,0.0
30801.15977393384,0.0
35009.058390831386,0.0
43391.49448924999,0.0
52324.36251742458,0.0
2523.1281130136576,781.4167780489018
4778.4571688208725,219.5986177446254
4033.023241875508,1783.6150886917742
0.0,31784.81391854971
0.0,28252.10758417182
0.0,25538.122353185063
0.0,29640.129516916008
0.0,0.0
0.0,0.0
0.0,0.0
177.43645041537397,0.0
779.2642792026685,0.0
715.4430062050924,0.0
22449.319743715372,19.692473655241823
90544.94570066457,459.8922700766842
35919.694609526035,0.0
16460.762900439433,0.0
907.8555874308047,3639.269180274777
32092.685454322447,0.0
25606.372821084202,0.0
26075.268031253756,0.0
29038.015371225774,0.0
36380.422210016666,0.0
49609.225795922466,0.0
8971.43532447732,952.717087969803
0.0,26825.78853335743
0.0,27735.874791967955
0.0,25659.90311044947
0.0,20750.893689183962
5.2042189661497105,16563.472329168086
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
416.7222274167337,0.0
757.3207057048039,0.0
1374.4070228704816,0.0
46035.33898992496,1655.7292031117856
68058.8104590301,204.27979131897268
18543.21108766903,173.1169947282724
2014.9708618989855,4296.109351992477
32347.258059924075,0.0
24119.527439308225,0.0
25139.60673370208,0.0
32738.330637282314,0.0
42864.55150521007,0.0
58378.865580011996,0.0
0.0,27532.04281028186
7.95355937113042,23333.20941564894
0.0,26114.25583159671
0.0,20794.675516077237
0.0,15236.113224335351
2138.9011349524667,11075.911603096318
5902.0306113141005,0.0
737.1284223976018,0.0
0.0,0.0
442.31128541007337,0.0
378.2985936655302,0.0
0.0,0.0
0.0,0.0
20455.54704124856,95.64991907141564
84207.27404296062,767.6145868287157
40631.00319001473,0.0
22269.456702203133,0.0
10150.845191288669,0.0
39336.757311564754,0.0
24350.563827632737,0.0
16537.735938390706,0.0
15830.29527390894,0.0
24694.972103218606,0.0
29368.201341551343,0.0
901.1112897915851,3431.682201947374
2418.15167749309,1152.5351648017015
2536.2710865875,2505.330351504193
0.0,26212.06252224035
0.0,24389.119854741548
1431.7836860707873,23514.3343594506
4823.555851567621,0.0
684.1687484347622,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17188.50955708827,60.17505974830704
74017.28314824647,962.8475982584712
29871.8553347642,0.0
5426.157767042124,661.1544144493789
60.40425790496253,8427.704566363655
32685.291326185714,0.0
23309.933604229613,0.0
23811.799429721526,0.0
26504.53246801968,0.0
36033.679081254275,0.0
45061.347699466176,0.0
718.9301250910006,3376.91076808032
3173.7306461444336,916.3878668165459
3329.567948335069,2173.0046673350557
0.0,31859.82270397689
0.0,28750.273117160497
1931.2609372861868,24291.017588356324
6085.089278713499,0.0
751.896479200915,0.0
0.0,0.0
0.0,0.0
0.0,0.0
499.9749634398734,0.0
748.4089835683008,0.0
24650.608290858818,599.0583672229432
81123.19183882033,547.8661814744478
40821.52526723142,0.0
17348.727773664283,0.0
2794.8797410733237,591.713732232769
41737.67202020814,0.0
36698.34736052086,0.0
35645.779675776575,0.0
32794.4585988143,0.0
33656.4855342322,0.0
39492.48106989847,0.0
647.9403442670246,3010.44545968865
1002.0773545264443,1973.6503463732236
1486.0336002065894,2946.8497365861535
0.0,20400.866104087683
0.0,17812.12561622785
183.662761370036,13217.752875990873
3169.911354084443,0.0
639.8304351600515,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12134.066703424234,185.6401320812447
56430.95984315223,3281.9333505046425
20247.250548141645,0.0
2029.662801352848,2205.309437835038
258.558142948538,3674.7661484175787
38678.8519524557,0.0
45493.88311858326,0.0
50683.22681397652,0.0
47620.57175900898,0.0
46651.957670089774,0.0
47829.68040303141,0.0
2557.575116670197,641.1685315280811
5030.062071038732,216.95514597999318
4485.064603023627,1444.7790958245103
0.0,27926.140823214322
0.0,26207.4292638354
2092.792995301163,24071.278400664665
0.0,30568.485638891972
0.0,0.0
0.0,0.0
0.0,0.0
505.29334754893233,0.0
749.0457757960115,0.0
1073.9665341080229,0.0
26006.166367509355,152.50286174660232
90815.55707799975,411.4825681235736
35895.575342034535,0.0
16594.27409935832,0.0
5032.01936338733,11.624230348083074
51245.01897634956,0.0
41072.557632924385,0.0
35123.34121241479,0.0
32622.844876369363,0.0
40450.83140834498,0.0
49676.68823767826,0.0
1949.0312624301594,1432.6559456983377
3685.844577335113,583.8317627976854
2975.038087583379,2171.4930552215565
0.0,28063.10196883792
0.0,24761.30505290615
0.0,22788.307423463066
0.0,28554.812096844624
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16395.94803033463,47.46164825595776
69503.749955319,699.4480061871568
34439.40313974193,0.0
6913.8031040322,706.9936718464402
35.93075681296674,12266.043969982964
16232.544339108514,0.0
14863.253414949793,0.0
21149.775746636475,0.0
26515.46940482212,0.0
29582.24666369115,0.0
34338.31021724435,0.0
5132.345778161924,2071.0582184065975
0.0,18939.507703154064
0.0,19189.43850853101
0.0,18562.732032816773
0.0,17959.52671944457
0.0,16150.951313199437
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
33110.007256967874,8459.106686276948
60484.65343783764,993.0918870580705
15591.687459368412,142.02568774039537
3719.9673176251895,1758.0771041778175
39825.88287432141,0.0
35243.17786901684,0.0
34360.03472232459,0.0
33356.76846191524,0.0
36611.89100481008,0.0
53981.25951429277,0.0
0.0,24659.17273789881
11.597001313002087,21344.414925644545
0.0,26198.494344638788
0.0,21252.477884150343
0.0,15429.071917711286
1829.4530423649055,12202.31060883565
6243.889566393584,0.0
734.4840648588142,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16683.543991969756,72.26741095493726
65249.164814430595,705.3686420103662
32197.370012435764,0.0
12947.896936393177,7.932020414156796
2174.5436825042466,768.6597218603893
23532.313267137775,0.0
19857.530016996112,0.0
19920.75932912791,0.0
18800.707426291556,0.0
19968.897728411306,0.0
22458.262900997557,0.0
358.1191796738258,5592.658283738288
456.84734748321836,4409.995099123879
1141.217983127793,3575.074457981281
0.0,22933.309657021797
0.0,21211.019219278758
196.46647569270075,19760.669266949393
3314.201517635971,0.0
659.0911795100461,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14444.19430551056,125.06545778216757
61547.59980480406,515.5551492547213
31442.931498881568,0.0
13141.58104638081,0.0
4082.8461257729186,86.80696371466789
42890.694211498514,0.0
28206.345019437635,0.0
17985.21345263815,0.0
20504.562958235598,0.0
28961.06671259769,0.0
37603.8432214059,0.0
480.151473750139,4430.008730193643
2071.666205200369,1316.8778917004965
2669.5442934992448,2415.4210970615304
0.0,27981.923163888267
0.0,21929.672165009673
647.2811477829079,15660.387417388305
3260.725756956234,0.0
635.3256114649097,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9110.664644047296,276.75462000375654
25671.06515623567,1163.8643316177736
7293.371680242038,679.9482332203303
72.52696171512798,4200.902374519574
0.0,9102.592820091495
0.0,5443.623904137717
0.0,7051.744946723356
0.0,7773.1593941744995
0.0,8760.274607093765
0.0,8720.059458435298
0.0,9753.774001646321
0.0,14092.463724074125
0.0,13842.657917122557
0.0,11752.386835521454
0.0,12897.2366183295
0.0,15961.00042209374
0.0,14629.28719213901
1570.5759560438437,0.0
1892.33281273187,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11341.921017856248,55.381790419280854
50424.55065474585,567.888631443617
24905.670776796378,0.0
11177.800163082673,0.0
5423.191489479352,0.0
51134.35353262187,0.0
48520.89330457502,0.0
49568.270325794685,0.0
48201.98533506364,0.0
48245.42899728731,0.0
46034.09141262031,0.0
1025.3234552655547,1979.2474286373126
1393.5398102725576,1341.4649189233464
1253.8201790648448,2892.846776612132
0.0,24678.000009556563
0.0,21424.757429077537
557.9570532103638,19897.077283084887
0.0,28871.736859143188
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16873.955604059,50.62841986374345
75646.42132016891,955.2781131910031
41915.565437491,0.0
22207.738079822324,0.0
11011.30232929597,0.0
53807.50881783804,0.0
47367.18132335479,0.0
44164.279255768924,0.0
38071.45617255909,0.0
39153.713244014274,0.0
39948.03992897636,0.0
675.2769187918396,3123.0656686818115
1750.7238566018866,1349.064731180837
1466.0036347523019,2924.21289593589
0.0,25414.213210757633
0.0,24398.885034033745
0.0,24111.944095071423
0.0,30499.316494399398
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16278.504229408654,31.429068074598096
69401.86701788323,677.9028217525653
33850.05312225144,0.0
13893.11535210982,0.0
2738.8981175577674,188.5068628318616
51608.441180519985,0.0
45785.39870986997,0.0
45015.510279170325,0.0
44044.48274295601,0.0
45729.93748795099,0.0
52343.34327932319,0.0
9292.141757101444,802.3639926679674
0.0,27052.610206119713
0.0,28349.311588986653
0.0,26140.383962293858
0.0,22977.909215312946
0.0,18468.084933523867
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
694.0807668775633,0.0
44011.60646692529,2766.139149303951
70769.19736484316,308.97069144044275
28730.158434561166,0.0
12247.890899753364,0.0
63769.86538579176,0.0
59749.47022089575,0.0
59613.470985332504,0.0
59341.058287399996,0.0
62872.1717106149,0.0
72301.5623849798,0.0
137.2212502669628,27814.35162247852
1009.3067327738769,23997.103037340108
0.0,22975.040507197355
6.781499511467094,15942.139013805454
134.88378068474353,12760.330020502337
2698.4847447510983,9732.834485389058
6333.984026500958,0.0
1083.8912781147283,0.0
721.7317157865576,0.0
653.3779942562063,0.0
513.9579549400842,0.0
1107.4122151628144,0.0
1161.5826058237724,0.0
24779.973419464815,11.930937072747112
94717.88562798804,431.5273568413867
41231.351131244366,0.0
26292.50275313484,0.0
18431.56423917027,0.0
72550.65969413315,0.0
66716.17330267312,0.0
65617.99519712257,0.0
62930.93821917508,0.0
66179.01813869589,0.0
71592.82977054553,0.0
9713.057264063806,0.0
11371.875953986091,0.0
8597.137637931224,509.60780582864146
146.91300035815064,35614.65293308867
284.60563801565576,28154.51101460729
3408.939115739488,18008.875603199263
7288.954195200507,0.0
770.6159310464315,0.0
0.0,0.0
0.0,0.0
1142.1323000922869,0.0
1078.3919487148448,0.0
973.0693681158058,0.0
24227.37393819223,5.057303494285953
95938.57167580695,370.09532600415196
40640.537924398894,0.0
18126.751481805928,0.0
8230.145263164137,0.0
57836.75526409553,0.0
47144.89465508344,0.0
52022.00498862181,0.0
54019.92844950653,0.0
56161.16355194259,0.0
60761.39159806259,0.0
4293.789064497059,152.6292388808045
8008.899125368283,6.4218169269261125
6618.388896341203,927.3558234909251
0.0,36252.875491891755
0.0,30107.88689435766
2802.2278885250234,21438.43468037217
6148.118184061372,0.0
732.6757482537402,0.0
0.0,0.0
0.0,0.0
659.8892499146363,0.0
842.9830266963569,0.0
1225.5475457430803,0.0
27579.544692316496,42.186426735967565
88242.64043941756,336.69746152326064
44147.02244181254,0.0
17040.034699810793,0.0
3721.601908835567,129.96442116116364
55197.10027680441,0.0
46527.57328334616,0.0
46882.66350703857,0.0
47383.59265145798,0.0
49183.34309152326,0.0
52481.229809119905,0.0
1970.5193734352422,1556.9665796908544
3996.249604803604,510.4680088277085
3391.2699354838946,2060.748026066405
0.0,31540.6758652968
0.0,27955.190473807703
1270.0443687795741,25512.619623274328
4751.472747031116,0.0
686.1182500519553,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17618.751343109172,84.90476541447455
70303.13172005337,956.0264759136617
31770.91450924293,0.0
12915.413636087658,0.0
4372.173573807295,31.911451327636918
49823.91426324491,0.0
41399.622103925765,0.0
39113.39807785397,0.0
37188.761790341596,0.0
38679.06965259975,0.0
42797.608504739794,0.0
964.9635576684874,2852.793834641744
3611.2922099503317,707.132486460001
3737.4117696718695,1961.0412387564247
0.0,28762.329244069784
0.0,26111.195093790753
1755.1935828446124,23260.51334376524
0.0,29063.915858457192
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
18145.094192652137,100.51961437201142
74987.82951360784,1134.9837379267378
34384.2244589979,0.0
14143.327175657854,0.0
1080.7360837680528,3536.48499603606
28336.85621715161,0.0
14056.97822923964,0.0
10253.792112850158,0.0
8143.448721427502,0.0
12217.621255567858,0.0
18511.438323884468,0.0
30.23835095412566,9506.660123838248
475.47845972574277,3733.8696561867814
1093.7005513993013,3648.2859694209747
0.0,26028.423515698618
0.0,24118.059799523136
0.0,23202.03341879327
0.0,30305.61613238809
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
17176.731830550365,76.47196893182645
68541.14299628315,811.1530476082951
31618.823248464494,0.0
11106.847901476802,0.0
495.1608646361959,3696.625753034119
23300.70665950275,0.0
8350.79672470848,23.94717135681094
1336.4535576495928,1390.7151420487148
1675.2006279867887,573.5421375672242
9541.65943204947,0.0
23161.697549752687,0.0
1719.270988031098,4440.515197443561
0.0,25012.510531317326
0.0,24423.950942593765
0.0,22880.67791650069
0.0,23517.56802761859
0.0,23237.652576411776
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
35208.793304332576,7739.760787812396
59365.26687730277,958.8260977589063
11041.202650413134,1823.7527017139869
93.12342007527211,13796.24678665715
6714.533242527754,743.3578205193722
6753.129172589385,736.7754467340692
9030.65611539153,0.0
12792.093387023906,0.0
22065.253685895288,0.0
34316.530281839005,0.0
0.0,20236.203967393587
0.0,17606.454578891517
0.0,21199.73424481866
0.0,20319.870337549015
0.0,18718.90226544391
18.143602501372396,15931.469400348251
2161.18800162212,0.0
1257.5563459782043,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
12941.582363158954,198.68257113666309
48645.0801266439,681.9198237568444
23826.7932336015,0.0
9283.930179403951,22.071401080026288
733.496821146197,2471.1419804443653
25830.169481484816,0.0
15421.167073870003,0.0
13837.815516576173,0.0
13620.725985008525,0.0
17295.87122250546,0.0
19910.177480968756,0.0
0.0,10526.928108810987
0.0,8295.647951111701
67.13232842209315,7362.7642249136115
0.0,19614.34882242648
0.0,18583.48746038298
0.0,16193.112371724204
1428.8005923948228,0.0
1606.6589657030697,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9766.147738105188,63.411971297032125
30861.42056610601,1256.0331461312792
8188.042701317803,563.5268341036075
385.83949524009586,2791.7902024046894
0.0,8708.058663711909
6573.400506786592,523.9071695925128
0.0,9136.737336224343
237.1828175150883,4091.71913923617
740.0660495180721,1132.1422751324546
949.0330029169927,1074.1145035953782
8288.276132987585,130.42368011241646
0.0,15732.00993208087
0.0,12056.406004159973
0.0,10260.306488492539
0.0,19190.463032093943
0.0,18926.871611563307
0.0,15243.246134708324
317.55751827041604,0.0
1128.5683768830058,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9596.04885013615,46.158609116895
30272.91971927429,1267.0960032583225
6667.939885970334,1056.3618980501874
0.0,13967.878024583079
0.0,22754.999781419723
0.0,15843.33162205493
0.0,18341.92942617088
0.0,19382.4956224533
0.0,19077.14471943365
0.0,16528.659884379027
1305.6078629711624,5906.3572772806765
0.0,21484.397785677844
0.0,16591.84699533682
0.0,12482.116102154912
0.0,21664.574752105
0.0,20347.14055083618
0.0,16664.025522903918
1607.0612370523347,0.0
1420.3730462013816,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
9819.302332977235,15.830941618483157
37879.17374902246,799.8228881073653
8042.709161070558,899.2976923133767
50.11209376814137,10234.94072398553
0.0,13079.352762059032
4036.424521548708,660.6244126963472
2447.227433324791,76.88791345831305
21003.64813967229,0.0
31923.130861161284,0.0
30167.396194871704,0.0
27315.18776293554,0.0
17.716319832944766,8458.439725830063
230.87460569113804,5556.843557854566
386.41343158201624,5072.360246186672
0.0,19992.224034780964
0.0,18980.100569679867
73.53781700756493,17352.969782885506
0.0,24819.995085340524
0.0,0.0
0.0,0.0
0.0,0.0
